
Test Phase Duration: 0:26:11 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.3490    0.4491    0.3928      4750
     banjori     0.9935    1.0000    0.9967      4750
       bedep     0.6577    0.6297    0.6434      4750
    ccleaner     0.9985    0.9996    0.9991      4750
      chinad     0.9700    0.9800    0.9750      4750
     corebot     1.0000    0.9939    0.9969      4750
cryptolocker     0.5340    0.4933    0.5128      4750
    dircrypt     0.4345    0.2549    0.3213      4750
        dyre     0.9994    1.0000    0.9997      4750
   fobber_v1     0.8634    0.9021    0.8823      4750
   fobber_v2     0.3695    0.5236    0.4332      4750
    gozi_gpl     0.9487    0.9851    0.9665      4750
 gozi_luther     0.9332    0.9263    0.9297      4750
   gozi_nasa     0.8401    0.8539    0.8469      4750
gozi_rfc4343     0.7994    0.8371    0.8178      4750
   kraken_v1     0.7345    0.8105    0.7706      4750
   kraken_v2     0.6297    0.4680    0.5370      4750
       locky     0.6462    0.5621    0.6012      4750
      matsnu     0.9607    0.9533    0.9570      4750
  murofet_v1     0.9920    0.9914    0.9917      4750
  murofet_v2     0.8775    0.9322    0.9040      4750
  murofet_v3     1.0000    0.9966    0.9983      4750
      necurs     0.8334    0.6297    0.7174      4750
      nymaim     0.9167    0.8895    0.9029      4750
    padcrypt     0.9908    0.9994    0.9951      4750
        pizd     0.8903    0.9223    0.9060      4750
 proslikefan     0.5515    0.5638    0.5576      4750
      pushdo     0.9549    0.9754    0.9650      4750
      pykspa     0.3222    0.3137    0.3179      4750
pykspa_noise     0.3230    0.2861    0.3034      4750
      qadars     0.9880    0.8989    0.9414      4750
      qakbot     0.7861    0.4752    0.5923      4750
       ramdo     0.9890    1.0000    0.9945      4750
      ramnit     0.3695    0.3634    0.3664      4750
  ranbyus_v1     0.7515    0.8404    0.7935      4750
  ranbyus_v2     0.6649    0.8118    0.7311      4750
      rovnix     0.9704    0.9192    0.9441      4750
     shiotob     0.8960    0.8636    0.8795      4750
       simda     0.8411    0.9960    0.9120      4750
      sisron     0.9948    1.0000    0.9974      4750
  suppobox_1     0.9160    0.9118    0.9139      4750
  suppobox_2     0.9715    0.9754    0.9734      4750
  suppobox_3     0.9879    1.0000    0.9939      4750
       symmi     0.9935    0.9998    0.9966      4750
  tempedreve     0.4451    0.3888    0.4151      4750
       tinba     0.5704    0.7981    0.6653      4750
  vawtrak_v1     0.9933    0.9998    0.9965      4750
  vawtrak_v2     0.9672    0.9869    0.9770      4750
  vawtrak_v3     0.9616    0.9798    0.9706      4750
 zeus-newgoz     0.9998    0.9983    0.9991      4750
       legit     0.8024    0.7642    0.7828      4750

    accuracy                         0.8058    242250
   macro avg     0.8073    0.8058    0.8034    242250
weighted avg     0.8073    0.8058    0.8034    242250

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.803444  0.805759
Precision  0.807338  0.805759
Recall     0.805759  0.805759

Overall accuracy = 0.8057585139318886

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon          2133        0      0         0       0        0   
banjori             0     4750      0         0       0        0   
bedep               0        1   2991         0       0        0   
ccleaner            0        0      0      4748       0        0   
chinad              0        0     17         3    4655        0   
corebot             0        0      0         0       0     4721   
cryptolocker        0        0    109         0       0        0   
dircrypt          415        0    775         0       0        0   
dyre                0        0      0         0       0        0   
fobber_v1           0        0      0         0       0        0   
fobber_v2        2138        0      0         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0       18      0         0       0        0   
gozi_nasa           0        4      1         0       0        0   
gozi_rfc4343        0        5      1         0       0        0   
kraken_v1           0        0      0         0       0        0   
kraken_v2         255        0      3         0       0        0   
locky               0        0      0         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs              6        0      2         0       0        0   
nymaim              1        0      0         0       0        0   
padcrypt            0        0      0         0       0        0   
pizd                0        0      0         0       0        0   
proslikefan        95        0      0         0       0        0   
pushdo             13        0      0         0       0        0   
pykspa             83        0      0         0       0        0   
pykspa_noise       77        0      0         0       0        0   
qadars              0        0     15         4       0        0   
qakbot             59        0     93         0       0        0   
ramdo               0        0      0         0       0        0   
ramnit            529        2    273         0       0        0   
ranbyus_v1          0        0    134         0       0        0   
ranbyus_v2          0        0      8         0       0        0   
rovnix              0        0      0         0       2        0   
shiotob            32        0    121         0     138        0   
simda               0        0      0         0       0        0   
sisron              0        0      0         0       0        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        0   
tempedreve        263        0      0         0       0        0   
tinba               1        0      1         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2          0        0      0         0       0        0   
vawtrak_v3          0        0      0         0       0        0   
zeus-newgoz         0        0      2         0       2        0   
legit              11        1      2         0       2        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0         2     0          0       2510         0   
banjori                  0         0     0          0          0         0   
bedep                   48       546     0          0          1         0   
ccleaner                 0         0     0          0          0         0   
chinad                   1         0     0          7          0         0   
corebot                  0         0     0          0          0         0   
cryptolocker          2343        59     0         30          0        11   
dircrypt                50      1211     0          0        450         0   
dyre                     0         0  4750          0          0         0   
fobber_v1                0         0     0       4285          0         0   
fobber_v2                0         2     0          0       2487         0   
gozi_gpl                 7         0     0          0          0      4679   
gozi_luther              0         1     0          0          1         0   
gozi_nasa                0         1     0          0          0         0   
gozi_rfc4343             1         6     0          0          0         0   
kraken_v1                1         0     0          0          0         0   
kraken_v2               19       106     0          0        245         0   
locky                  388         0     0          0          0         2   
matsnu                   0         0     0          0          0         0   
murofet_v1               1         0     0          0          0        17   
murofet_v2             259         0     0          0          0         0   
murofet_v3               0         0     0          0          0         0   
necurs                  84        16     0         19          7         2   
nymaim                   0         0     0          0          0        32   
