
Test Phase Duration: 0:05:47 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.2591    0.5463    0.3515       950
     banjori     1.0000    1.0000    1.0000       950
       bedep     0.5674    0.5274    0.5466       950
    ccleaner     0.9793    0.9979    0.9885       950
      chinad     0.8727    0.9305    0.9007       950
     corebot     0.9801    0.9842    0.9821       950
cryptolocker     0.3438    0.2884    0.3137       950
    dircrypt     0.2138    0.2737    0.2401       950
        dyre     0.9875    1.0000    0.9937       950
   fobber_v1     0.7148    0.9895    0.8300       950
   fobber_v2     0.3168    0.3021    0.3093       950
    gozi_gpl     0.9696    0.6389    0.7703       950
 gozi_luther     0.9333    0.1768    0.2973       950
   gozi_nasa     0.3129    0.6558    0.4237       950
gozi_rfc4343     0.4963    0.5642    0.5281       950
   kraken_v1     0.9979    0.4926    0.6596       950
   kraken_v2     0.3228    0.3347    0.3287       950
       locky     0.2224    0.1295    0.1637       950
      matsnu     0.9516    0.6832    0.7953       950
  murofet_v1     0.9909    0.9158    0.9519       950
  murofet_v2     0.8212    0.6284    0.7120       950
  murofet_v3     1.0000    0.9947    0.9974       950
      necurs     0.1328    0.1389    0.1358       950
      nymaim     0.9350    0.5758    0.7127       950
    padcrypt     0.9767    0.9726    0.9747       950
        pizd     0.4457    0.9884    0.6143       950
 proslikefan     0.2474    0.5968    0.3498       950
      pushdo     0.9903    0.3221    0.4861       950
      pykspa     0.2019    0.0905    0.1250       950
pykspa_noise     0.3607    0.0232    0.0435       950
      qadars     0.7869    0.7811    0.7839       950
      qakbot     0.2099    0.4568    0.2876       950
       ramdo     0.9820    0.9779    0.9800       950
      ramnit     0.1705    0.3147    0.2212       950
  ranbyus_v1     0.5479    0.1684    0.2576       950
  ranbyus_v2     0.7338    0.4758    0.5773       950
      rovnix     0.6070    0.8779    0.7177       950
     shiotob     0.7202    0.4958    0.5873       950
       simda     0.9091    0.0105    0.0208       950
      sisron     1.0000    0.3000    0.4615       950
  suppobox_1     0.9500    0.0400    0.0768       950
  suppobox_2     0.8966    0.7484    0.8158       950
  suppobox_3     0.9943    0.9126    0.9517       950
       symmi     0.9896    0.9968    0.9932       950
  tempedreve     0.3867    0.3737    0.3801       950
       tinba     0.1939    0.5053    0.2803       950
  vawtrak_v1     1.0000    0.8137    0.8973       950
  vawtrak_v2     0.6660    0.3421    0.4520       950
  vawtrak_v3     0.5386    0.7347    0.6215       950
 zeus-newgoz     1.0000    0.9558    0.9774       950
       legit     0.5177    0.6453    0.5745       950

    accuracy                         0.5822     48450
   macro avg     0.6734    0.5822    0.5773     48450
weighted avg     0.6734    0.5822    0.5773     48450

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.577287  0.582167
Precision  0.673437  0.582167
Recall     0.582167  0.582167

Overall accuracy = 0.5821671826625388

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon           519        0      0         0       0        0   
banjori             0      950      0         0       0        0   
bedep               0        0    501         0       0        0   
ccleaner            0        0      0       948       0        0   
chinad              0        0      7         2     884        1   
corebot             0        0      0         0       0      935   
cryptolocker        0        0     14         0       0        0   
dircrypt          141        0     85         0       0        0   
dyre                0        0      0         0       0        0   
fobber_v1           0        0      0         0       0        0   
fobber_v2         533        0      0         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0        0      1         0       0        0   
gozi_nasa           0        0      0         0       0        0   
gozi_rfc4343        0        0      0         0       0        0   
kraken_v1           0        0     10         0       0        0   
kraken_v2         103        0     19         0       0        0   
locky               0        0      0         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs              3        0      1         0       0        0   
nymaim              0        0      0         0       0        0   
padcrypt            0        0      0         0       0        0   
pizd                0        0      0         0       0        0   
proslikefan        65        0      0         0       0        0   
pushdo              5        0      5         0       0        0   
pykspa             49        0      0         0       0        0   
pykspa_noise       44        0      0         0       0        0   
qadars              0        0      7        16       8        0   
qakbot              9        0      9         0       0        0   
ramdo               0        0      0         0       0        0   
ramnit            189        0     43         0       0        0   
ranbyus_v1          0        0     10         0       0        0   
ranbyus_v2          0        0      7         0       0        0   
rovnix              0        0      0         0       0        1   
shiotob            25        0     59         2     120        0   
simda             117        0      0         0       0        0   
sisron              1        0    100         0       0        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        2   
tempedreve        141        0      0         0       0        0   
tinba               0        0      5         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2         33        0      0         0       0        0   
vawtrak_v3         11        0      0         0       0        0   
zeus-newgoz         0        0      0         0       1       15   
legit              15        0      0         0       0        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0        15     0          0        291         0   
banjori                  0         0     0          0          0         0   
bedep                    4       181     0          0          0         0   
ccleaner                 0         0     0          0          0         0   
chinad                   5         0     0          6          0         0   
corebot                  0         0     0          3          0         0   
cryptolocker           274        27     0         63          0         1   
dircrypt                 3       260     0          0         50         0   
dyre                     0         0   950          0          0         0   
fobber_v1                1         0     0        940          0         0   
fobber_v2                0        19     0          0        287         0   
gozi_gpl                12         0     0          0          0       607   
gozi_luther              0         3     0          0          0         0   
gozi_nasa                0         0     0          0          0         0   
gozi_rfc4343             0         4     0          0          0         0   
kraken_v1               20         9     0          0          6         0   
kraken_v2               33        28     0          0         51         0   
locky                   58         0     0          0          0         0   
matsnu                   0         0     0          0          0         0   
murofet_v1               0         0     0          0          0         0   
murofet_v2              29         0     0          0          0         0   
murofet_v3               0         0     1          0          0         0   
