
Test Phase Duration: 0:58:14 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.2897    0.2978    0.2937       900
     banjori     0.9989    1.0000    0.9994       900
       bedep     0.5224    0.5433    0.5327       900
    ccleaner     0.9922    0.9933    0.9928       900
      chinad     0.8709    0.8022    0.8352       900
     corebot     0.9877    0.9844    0.9861       900
cryptolocker     0.3753    0.3044    0.3362       900
    dircrypt     0.2883    0.4311    0.3455       900
        dyre     0.9966    0.9911    0.9939       900
   fobber_v1     0.7103    0.9400    0.8092       900
   fobber_v2     0.2949    0.1933    0.2336       900
    gozi_gpl     0.8859    0.9744    0.9280       900
 gozi_luther     0.7613    0.8789    0.8159       900
   gozi_nasa     0.6654    0.7511    0.7056       900
gozi_rfc4343     0.7164    0.6033    0.6550       900
   kraken_v1     0.7860    0.6611    0.7182       900
   kraken_v2     0.4737    0.4311    0.4514       900
       locky     0.4143    0.4644    0.4379       900
      matsnu     0.9337    0.9233    0.9285       900
  murofet_v1     0.9472    0.9967    0.9713       900
  murofet_v2     0.7038    0.9956    0.8247       900
  murofet_v3     0.9978    0.9956    0.9967       900
      necurs     0.5892    0.3044    0.4015       900
      nymaim     0.8317    0.8567    0.8440       900
    padcrypt     0.9338    0.9556    0.9445       900
        pizd     0.7344    0.8789    0.8002       900
 proslikefan     0.5712    0.4100    0.4774       900
      pushdo     0.9154    0.9133    0.9143       900
      pykspa     0.3077    0.1378    0.1903       900
pykspa_noise     0.3359    0.2378    0.2785       900
      qadars     0.7805    0.8811    0.8278       900
      qakbot     0.6631    0.3456    0.4543       900
       ramdo     0.9201    0.9856    0.9517       900
      ramnit     0.1975    0.2478    0.2198       900
  ranbyus_v1     0.6192    0.5744    0.5960       900
  ranbyus_v2     0.5834    0.7111    0.6410       900
      rovnix     0.8926    0.8311    0.8608       900
     shiotob     0.7526    0.5578    0.6407       900
       simda     0.8542    0.9111    0.8817       900
      sisron     0.9804    1.0000    0.9901       900
  suppobox_1     0.8890    0.7656    0.8227       900
  suppobox_2     0.8715    0.9644    0.9156       900
  suppobox_3     0.9570    0.9633    0.9601       900
       symmi     0.9868    0.9944    0.9906       900
  tempedreve     0.4007    0.5244    0.4543       900
       tinba     0.3246    0.4267    0.3687       900
  vawtrak_v1     0.9544    0.9989    0.9761       900
  vawtrak_v2     0.8423    0.9378    0.8875       900
  vawtrak_v3     0.8655    0.8078    0.8356       900
 zeus-newgoz     0.9767    0.9778    0.9772       900
       legit     0.6455    0.6211    0.6331       900

    accuracy                         0.7231     45900
   macro avg     0.7214    0.7231    0.7162     45900
weighted avg     0.7214    0.7231    0.7162     45900

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.716225  0.723115
Precision  0.721368  0.723115
Recall     0.723115  0.723115

Overall accuracy = 0.7231154684095861

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon           268        0      2         0       0        0   
banjori             0      900      0         0       0        0   
bedep               2        0    489         0       0        0   
ccleaner            0        0      0       894       0        0   
chinad              0        0     11         0     722        5   
corebot             0        0      0         0       0      886   
cryptolocker        0        0     37         0       2        0   
dircrypt           80        0    106         0       1        0   
dyre                0        0      0         0       1        0   
fobber_v1           0        0      0         0       0        1   
fobber_v2         285        0      1         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0        1      0         0       0        0   
gozi_nasa           0        0      0         0       0        0   
gozi_rfc4343        0        0      0         0       0        0   
kraken_v1           0        0      1         0       0        0   
kraken_v2          39        0      7         0       0        0   
locky               0        0      0         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs              2        0      4         0       0        0   
nymaim              0        0      0         0       0        0   
padcrypt            0        0      7         0       1        0   
pizd                0        0      0         0       0        0   
proslikefan        20        0      0         0       0        0   
pushdo              4        0      3         0       0        0   
pykspa             13        0      2         0       0        0   
pykspa_noise       15        0      0         0       0        0   
qadars              0        0      3         1       3        0   
qakbot             10        0     14         0       1        0   
ramdo               0        0      0         0       0        0   
ramnit            100        0    109         0       0        0   
ranbyus_v1          0        0     40         0       0        0   
ranbyus_v2          0        0     16         0       0        0   
rovnix              0        0      0         0       1        0   
shiotob             6        0     53         0      86        0   
simda               1        0      0         0       0        0   
sisron              0        0      0         0       0        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        3   
tempedreve         71        0      0         0       0        0   
tinba               3        0     30         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2          0        0      0         0       0        0   
vawtrak_v3          1        0      0         0       0        0   
zeus-newgoz         0        0      1         0      11        2   
legit               5        0      0         6       0        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0        84     0          0        169         0   
banjori                  0         0     0          0          0         0   
bedep                    4       250     0          0          1         0   
ccleaner                 0         0     0          0          0         0   
chinad                   0         1     0         11          0         0   
corebot                  0         0     0          0          0         0   
cryptolocker           274        34     0         48          0         6   
dircrypt                 6       388     0          0         48         0   
dyre                     0         0   892          0          0         0   
fobber_v1                2         0     0        846          0         0   
fobber_v2                0        90     0          0        174         0   
gozi_gpl                 2         0     0          0          0       877   
gozi_luther              0         2     0          0          0         0   
gozi_nasa                0         0     0          0          0         0   
gozi_rfc4343             1         8     0          0          0         4   
kraken_v1               13         0     0          0          0         0   
kraken_v2               14        21     0          0         55         0   
locky                   55         0     0          0          0         2   
matsnu                   0         0     0          0          0         0   
murofet_v1               0         0     0          0          0         1   
murofet_v2               2         0     0          0          0         0   
murofet_v3               0         0     0          0          0         0   
necurs                  11         6     0         17          1         2   
nymaim                   0         0     0          0          0        12   
padcrypt                 0         1     0          3          0         0   
pizd                     0         0     0          0          0         0   
proslikefan              2         4     0          0         23         0   
pushdo                   1         0     0          0          1         0   
pykspa                  61         3     0          6         13         0   
pykspa_noise            54         2     0          7         11         0   
qadars                   8         2     0          0          0         0   
qakbot                  41        60     0         78          4         0   
ramdo                    3         0     0          0          0         0   
ramnit                   5       247     0          0         50         0   
ranbyus_v1              64        13     0         42          0         1   
ranbyus_v2               1        56     0         98          0         0   
rovnix                   0         0     0          1          0        77   
shiotob                  4        10     0         26          5         0   
simda                    0         0     0          0          0         1   
sisron                   0         0     0          0          0         0   
suppobox_1               0         0     0          1          0         0   
suppobox_2               0         0     0          0          0         0   
suppobox_3               0         0     0          0          0         0   
symmi                    0         0     0          2          0         0   
tempedreve              15        15     0          0         29         0   
tinba                   86        46     0          5          2         0   
vawtrak_v1               0         0     0          0          0         0   
vawtrak_v2               0         0     0          0          0         0   
vawtrak_v3               0         0     0          0          0         0   
zeus-newgoz              0         0     3          0          0         0   
legit                    1         3     0          0          4         7   

              gozi_luther  gozi_nasa  gozi_rfc4343  kraken_v1  kraken_v2  \
alureon                 2          1             0          0         40   
banjori                 0          0             0          0          0   
bedep                   0          1             5          0          1   
ccleaner                0          0             0          0          0   
chinad                  0          0             0          0          0   
corebot                 0          0             0          0          0   
cryptolocker            0          0             0          1          1   
dircrypt                2          2             4          0          6   
dyre                    0          0             0          0          0   
fobber_v1               0          0             0          1          0   
fobber_v2               1          0             1          0         31   
gozi_gpl                0          0             0          0          0   
gozi_luther           791         52            43          0          0   
gozi_nasa              94        676            93          0          0   
gozi_rfc4343           92        200           543          0          0   
kraken_v1               0          0             1        595        282   
kraken_v2               0          0             0        145        388   
locky                   0          0             0          2          4   
matsnu                  7         21            16          0          0   
murofet_v1              0          0             0          0          0   
murofet_v2              0          0             0          0          0   
murofet_v3              0          0             0          0          0   
necurs                  0          0             0          0          6   
nymaim                  5          1             6          0          0   
padcrypt                2          0             3          0          0   
pizd                    0          0             0          0          0   
proslikefan             0          0             0          1          7   
pushdo                  7          7             2          0          0   
pykspa                  2          0             0          3         13   
pykspa_noise            1          0             0          3         11   
qadars                  1          0             0          0          0   
qakbot                  0          0             0          0          4   
ramdo                   0          0             0          0          0   
ramnit                  4          1             5          0         11   
ranbyus_v1              0          0             1          1          3   
ranbyus_v2              1          0             1          0          1   
rovnix                 14         26            20          0          0   
shiotob                 0          0             0          0          0   
simda                   0          0             0          0          0   
sisron                  0          0             0          0          0   
suppobox_1              0          0             0          0          0   
suppobox_2              0          0             0          0          0   
suppobox_3              0          0             0          0          0   
symmi                   0          0             0          0          0   
tempedreve              0          0             0          0          1   
tinba                   0          2             0          3          4   
vawtrak_v1              0          0             0          0          0   
vawtrak_v2              1          0             2          0          0   
vawtrak_v3              5          4             2          0          0   
zeus-newgoz             0          0             0          0          0   
legit                   7         22            10          2          5   

              locky  matsnu  murofet_v1  murofet_v2  murofet_v3  necurs  \
alureon           0       0           0           0           0       0   
banjori           0       0           0           0           0       0   
bedep             0       0           0           0           0       0   
